,0
net_diff,0.4847634573967541
oe_pace_interaction,0.14532638117744598
pace_diff,0.12731809433682995
oe_diff,0.08746040858101761
net_seed_interaction,0.056744768675156584
net_pace_interaction,0.05088293002357998
net_oe_interaction,0.030790698288053354
seed_diff,0.01671326152116253
